"Property Address","Parcel Number","Inspection Date","Grade","License Status","Expiration Date","Latitude","Longitude","georeference"
"709 West Washington Street","932,117,305,004","2007 Jul 24 12:00:00 AM","Class B","Issued","10/14/2026","40.1053","-88.2169","POINT (-88.2169 40.1053)"
"707 West Washington Street","932,117,305,005","2025 Apr 03 12:00:00 AM","Class B","Issued","10/14/2026","40.10526511","-88.2167031","POINT (-88.2167031 40.10526511)"
"707 West Washington Street","932,117,305,005","2018 Jul 23 12:00:00 AM","Class B","Issued","10/14/2026","40.10526511","-88.2167031","POINT (-88.2167031 40.10526511)"
"707 West Washington Street","932,117,305,005","2007 Jul 24 12:00:00 AM","Class B","Issued",,"40.1053","-88.2167","POINT (-88.2167 40.1053)"
"701 West Washington Street","932,117,305,008","2007 Dec 03 12:00:00 AM","Class B","Issued",,"40.1053","-88.2161","POINT (-88.2161 40.1053)"
"716 West Iowa Street","932,117,305,018","2008 Jan 25 12:00:00 AM","Class B","Issued",,"40.1048","-88.2173","POINT (-88.2173 40.1048)"
"610 West Iowa Street","932,117,305,027","2008 Jan 03 12:00:00 AM","Class A","Issued",,"40.1049","-88.2155","POINT (-88.2155 40.1049)"
"610 West Iowa Street","932,117,305,027","2025 May 07 12:00:00 AM","Class B","Issued","10/14/2026","40.10489717","-88.21548966","POINT (-88.21548966 40.10489717)"
"606 West Iowa Street","932,117,305,029","2025 Jun 03 12:00:00 AM","Class A","Issued","10/14/2026","40.1049036","-88.21501397","POINT (-88.21501397 40.1049036)"
"1004 South Busey Avenue","932,117,306,002","2009 Jul 27 12:00:00 AM","Class B","Issued","10/14/2026","40.1043","-88.2173","POINT (-88.2173 40.1043)"
"1004 South Busey Avenue","932,117,306,002","2025 Aug 12 12:00:00 AM","Class B","Issued","10/14/2026","40.10431107","-88.21734102","POINT (-88.21734102 40.10431107)"
"1008 South Busey Avenue","932,117,306,004","2007 Apr 19 12:00:00 AM","Class B","Issued",,"40.104","-88.2173","POINT (-88.2173 40.104)"
"1010 South Busey Avenue","932,117,306,005","2019 Dec 06 12:00:00 AM","Class B","Temporarily Not a Rental","10/14/2024","40.10386782","-88.21732913","POINT (-88.21732913 40.10386782)"
"712 Ohio Street","932,117,306,017","2009 Jul 29 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.104","-88.217","POINT (-88.217 40.104)"
"712 West Ohio Street","932,117,306,017","2025 Sep 05 12:00:00 AM","Class A","Issued","10/14/2026","40.1039816","-88.2170462","POINT (-88.2170462 40.1039816)"
"710 West Ohio Street","932,117,306,018","2025 Jun 09 12:00:00 AM","Class B","Issued","10/14/2026","40.10398366","-88.21675084","POINT (-88.21675084 40.10398366)"
"606 West Ohio Street","932,117,306,023","2025 Aug 08 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10399331","-88.21516841","POINT (-88.21516841 40.10399331)"
"1108 South Busey Avenue","932,117,307,003","2025 May 08 12:00:00 AM","Class B","Issued","10/14/2026","40.1031092","-88.21735153","POINT (-88.21735153 40.1031092)"
"1108 South Busey Avenue","932,117,307,003","2009 Jun 24 12:00:00 AM","Class A","Issued","10/14/2026","40.1031","-88.2174","POINT (-88.2174 40.1031)"
"709 Ohio Street","932,117,307,006","2020 Feb 13 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10345243","-88.21670354","POINT (-88.21670354 40.10345243)"
"709 Ohio Street","932,117,307,006","2009 Jul 06 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1035","-88.2167","POINT (-88.2167 40.1035)"
"713 West Ohio Street","932,117,307,031","2025 Jun 26 12:00:00 AM","Class B","Issued","10/14/2026","40.10340701","-88.21726833","POINT (-88.21726833 40.10340701)"
"713 West Ohio Street","932,117,307,031","2019 Dec 03 12:00:00 AM","Class C","Issued","10/14/2026","40.10340701","-88.21726833","POINT (-88.21726833 40.10340701)"
"701 Indiana Avenue","932,117,308,008","2009 Jul 02 12:00:00 AM","Class A","Issued",,"40.1025","-88.2159","POINT (-88.2159 40.1025)"
"605 West Indiana Avenue","932,117,308,012","2025 Jun 27 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.10254913","-88.2150715","POINT (-88.2150715 40.10254913)"
"605 Indiana Avenue","932,117,308,012","2009 Oct 21 12:00:00 AM","Class B","Issued",,"40.1026","-88.2151","POINT (-88.2151 40.1026)"
"606 West Michigan Avenue","932,117,308,028","2009 Jul 17 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1022","-88.2151","POINT (-88.2151 40.1022)"
"602 West Michigan Avenue","932,117,308,030","2009 Dec 02 12:00:00 AM","Class B","Issued","10/14/2026","40.1021","-88.2146","POINT (-88.2146 40.1021)"
"906 South Orchard Street","932,117,326,004","2025 Oct 16 12:00:00 AM","Class A","Issued","10/14/2026","40.10495215","-88.21420878","POINT (-88.21420878 40.10495215)"
"905 South Race Street","932,117,327,011","2025 Apr 11 12:00:00 AM","Class B","Issued","10/14/2026","40.10505711","-88.20996377","POINT (-88.20996377 40.10505711)"
"905 South Race Street","932,117,327,011","2009 Jun 05 12:00:00 AM","Class A","Issued",,"40.1051","-88.21","POINT (-88.21 40.1051)"
"1010 South Orchard Street","932,117,328,005","2007 Apr 09 12:00:00 AM","Class B","Issued",,"40.1038","-88.2141","POINT (-88.2141 40.1038)"
"1004 South Garfield Avenue","932,117,330,004","2020 Jan 27 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10433988","-88.21055651","POINT (-88.21055651 40.10433988)"
"1004 South Garfield Avenue","932,117,330,004","2025 Jun 10 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.10433988","-88.21055651","POINT (-88.21055651 40.10433988)"
"1004 Garfield Avenue","932,117,330,004","2009 Oct 07 12:00:00 AM","Class B","Issued","10/14/2026","40.1044","-88.2109","POINT (-88.2109 40.1044)"
"202 West Indiana Avenue","932,117,330,019","2025 Jul 16 12:00:00 AM","Class B","Issued","10/14/2026","40.10302603","-88.20991992","POINT (-88.20991992 40.10302603)"
"1005 South Race Street","932,117,330,021","2009 Oct 07 12:00:00 AM","Class B","Expired",,"40.1042","-88.2099","POINT (-88.2099 40.1042)"
"304 West Michigan Avenue","932,117,332,013","2025 Jul 29 12:00:00 AM","Class B","Issued","10/14/2026","40.10221307","-88.21115003","POINT (-88.21115003 40.10221307)"
"1209 South Race Street","932,117,332,022","2020 Jan 31 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1021119","-88.20995038","POINT (-88.20995038 40.1021119)"
"1403 South Busey Avenue","932,117,352,007","2025 Jun 23 12:00:00 AM","Class B","Issued","10/14/2026","40.10005733","-88.2177953","POINT (-88.2177953 40.10005733)"
"1403 South Busey Avenue","932,117,352,007","2019 Nov 19 12:00:00 AM","Class A","Issued","10/14/2026","40.10005733","-88.2177953","POINT (-88.2177953 40.10005733)"
"804 West Florida Avenue","932,117,354,008","2020 Jan 15 12:00:00 AM","Class C","Issued","10/14/2026","40.09845217","-88.21799082","POINT (-88.21799082 40.09845217)"
"804 West Florida Avenue","932,117,354,008","2025 Jul 31 12:00:00 AM","Class B","Issued","10/14/2026","40.09845217","-88.21799082","POINT (-88.21799082 40.09845217)"
"715 West Michigan Avenue","932,117,355,001","2025 Jun 24 12:00:00 AM","Class B","Issued","10/14/2026","40.10155035","-88.2171251","POINT (-88.2171251 40.10155035)"
"715 West Michigan Avenue","932,117,355,001","2019 Nov 22 12:00:00 AM","Class B","Issued","10/14/2026","40.10155035","-88.2171251","POINT (-88.2171251 40.10155035)"
"713 West Pennsylvania Avenue","932,117,356,002","2009 Jul 24 12:00:00 AM","Class A","Expired","10/14/2026","40.1004","-88.2171","POINT (-88.2171 40.1004)"
"704 West Vermont Avenue","932,117,356,018","2009 Aug 07 12:00:00 AM","Class B","Expired","10/14/2026","40.1001","-88.2161","POINT (-88.2161 40.1001)"
"401 West Pennsylvania Avenue","932,117,377,010","2025 Jul 11 12:00:00 AM","Class B","Issued","10/14/2026","40.1004171","-88.21220626","POINT (-88.21220626 40.1004171)"
"203 West Delaware Avenue","932,117,383,009","2025 Jul 18 12:00:00 AM","Class B","Issued","10/14/2026","40.09884504","-88.21003049","POINT (-88.21003049 40.09884504)"
"203 West Delaware Avenue","932,117,383,009","2019 Dec 30 12:00:00 AM","Class A","Issued","10/14/2026","40.09884504","-88.21003049","POINT (-88.21003049 40.09884504)"
"206 West Florida Avenue","932,117,383,017","2020 Feb 27 12:00:00 AM","Class B","Issued","10/14/2026","40.09853306","-88.21023971","POINT (-88.21023971 40.09853306)"
"202 West Florida Avenue","932,117,383,020","2020 Feb 14 12:00:00 AM","Class A","Issued","10/14/2026","40.09847501","-88.20985728","POINT (-88.20985728 40.09847501)"
"202 West Florida Avenue","932,117,383,020","2025 Jun 11 12:00:00 AM","Class A","Issued","10/14/2026","40.09847501","-88.20985728","POINT (-88.20985728 40.09847501)"
"904 South Race Street","932,117,401,004","2025 Jun 03 12:00:00 AM","Class A","Issued","10/14/2026","40.1050034","-88.20929143","POINT (-88.20929143 40.1050034)"
"904 1/2 South Race Street","932,117,401,004","2009 Jun 23 12:00:00 AM","Class B","Issued","10/14/2026","0.0","0.0","POINT (0 0)"
"904 South Race Street","932,117,401,004","2019 Dec 18 12:00:00 AM","Class B","Issued","10/14/2026","40.1050034","-88.20929143","POINT (-88.20929143 40.1050034)"
"906 South Race Street","932,117,401,005","2009 Jun 29 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1048","-88.2094","POINT (-88.2094 40.1048)"
"115 West Washington Street","932,117,401,007","2025 Jul 11 12:00:00 AM","Class B","Issued","10/14/2026","40.10528416","-88.20917011","POINT (-88.20917011 40.10528416)"
"113 West Washington Street","932,117,401,008","2010 Feb 16 12:00:00 AM","Class B","Issued",,"40.1053","-88.209","POINT (-88.209 40.1053)"
"109 West Washington Street","932,117,401,010","2009 Mar 12 12:00:00 AM","Class B","Issued",,"40.1052","-88.2084","POINT (-88.2084 40.1052)"
"107 West Washington Street","932,117,401,011","2009 Dec 09 12:00:00 AM","Class A","Issued",,"40.1052","-88.2082","POINT (-88.2082 40.1052)"
"105 West Washington Street","932,117,401,012","2009 Mar 25 12:00:00 AM","Class A","Issued",,"40.1053","-88.208","POINT (-88.208 40.1053)"
"906 South Vine Street","932,117,426,003","2020 Jan 17 12:00:00 AM","Class B","Issued","10/14/2026","40.10505","-88.20458","POINT (-88.20458 40.10505)"
"906 South Vine Street","932,117,426,003","2007 May 29 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1051","-88.2047","POINT (-88.2047 40.1051)"
"906 South Vine Street","932,117,426,003","2025 Oct 03 12:00:00 AM","Class B","Issued","10/14/2026","40.10505","-88.20458","POINT (-88.20458 40.10505)"
"304 East Iowa Street","932,117,426,004","2010 Feb 18 12:00:00 AM","Class D","Issued","10/14/2026","40.1047","-88.2043","POINT (-88.2043 40.1047)"
"906 1/2 South Vine Street","932,117,426,015","2020 Jan 17 12:00:00 AM","Class B","Issued","10/14/2026","40.104984","-88.20416","POINT (-88.20416 40.104984)"
"906 1/2 South Vine Street","932,117,426,015","2007 May 29 12:00:00 AM","Class B","Issued","10/14/2026","0.0","0.0","POINT (0 0)"
"906 1/2 South Vine Street","932,117,426,015","2025 Oct 03 12:00:00 AM","Class B","Issued","10/14/2026","40.104984","-88.20416","POINT (-88.20416 40.104984)"
"402 East Iowa Street","932,117,426,018","2010 Jan 26 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.105","-88.2036","POINT (-88.2036 40.105)"
"402 East Iowa Street","932,117,426,018","2023 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.10498658","-88.2035849","POINT (-88.2035849 40.10498658)"
"404 East Iowa Street","932,117,426,019","2010 Jan 26 12:00:00 AM","Class B","Issued",,"40.105","-88.2034","POINT (-88.2034 40.105)"
"404 East Iowa Street","932,117,426,019","2023 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.10498762","-88.20340339","POINT (-88.20340339 40.10498762)"
"406 East Iowa Street","932,117,426,020","2010 Feb 23 12:00:00 AM","Class B","Expired",,"40.105","-88.2032","POINT (-88.2032 40.105)"
"907 South Maple Street","932,117,426,023","2010 Mar 15 12:00:00 AM","Class B","Issued","10/14/2026","40.1049","-88.2027","POINT (-88.2027 40.1049)"
"308 East Iowa Street","932,117,426,024","2020 Jan 17 12:00:00 AM","Class B","Issued","10/14/2026","40.104984","-88.20386","POINT (-88.20386 40.104984)"
"308 East Iowa Street","932,117,426,024","2025 Oct 03 12:00:00 AM","Class B","Issued","10/14/2026","40.104984","-88.20386","POINT (-88.20386 40.104984)"
"313 East Washington Street","932,117,426,025","2025 Aug 12 12:00:00 AM","Class B","Issued","10/14/2026","40.105362","-88.20359","POINT (-88.20359 40.105362)"
"601 East Washington Street","932,117,427,006","2025 Aug 14 12:00:00 AM","Class A","Issued","10/14/2026","40.10538256","-88.20116793","POINT (-88.20116793 40.10538256)"
"601 East Washington Street","932,117,427,006","2009 Dec 10 12:00:00 AM","Class B","Issued",,"40.1054","-88.2012","POINT (-88.2012 40.1054)"
"906 South Maple Street","932,117,427,011","2025 Jul 23 12:00:00 AM","Class B","Issued","10/14/2026","40.1049579","-88.2018544","POINT (-88.2018544 40.1049579)"
"909 Anderson Street","932,117,427,018","2009 Nov 10 12:00:00 AM","Class B","Issued",,"40.1047","-88.2006","POINT (-88.2006 40.1047)"
"300-600 Fairlawn Drive","932,117,428,900","2020 Jan 22 12:00:00 AM","Class B","Issued","10/14/2026","40.103752","-88.20495","POINT (-88.20495 40.103752)"
"300-600 Fairlawn Drive","932,117,428,900","2025 Sep 23 12:00:00 AM","Class B","Issued","10/14/2026","40.103752","-88.20495","POINT (-88.20495 40.103752)"
"300-600 Fairlawn Drive","932,117,428,900","2025 Sep 24 12:00:00 AM","Class B","Issued","10/14/2026","40.103752","-88.20495","POINT (-88.20495 40.103752)"
"1206 South Vine Street","932,117,430,003","2020 Jan 08 12:00:00 AM","Class B","Issued","10/14/2026","40.10234252","-88.20444961","POINT (-88.20444961 40.10234252)"
"1206 South Vine Street","932,117,430,003","2010 Feb 10 12:00:00 AM","Class B","Issued","10/14/2026","40.1023","-88.2045","POINT (-88.2045 40.1023)"
"500 East Michigan Avenue","932,117,430,006","2020 Jan 14 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10242615","-88.20180835","POINT (-88.20180835 40.10242615)"
"500 East Michigan Avenue","932,117,430,006","2007 May 01 12:00:00 AM","Class B","Expired","10/14/2026","40.1019","-88.2017","POINT (-88.2017 40.1019)"
"500 East Michigan Avenue","932,117,430,006","2025 Aug 04 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10242615","-88.20180835","POINT (-88.20180835 40.10242615)"
"500 East Michigan Avenue","932,117,430,006","2025 Aug 05 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10242615","-88.20180835","POINT (-88.20180835 40.10242615)"
"1207 Anderson Street","932,117,430,010","2010 Jan 12 12:00:00 AM","Class B","Issued",,"40.1025","-88.2004","POINT (-88.2004 40.1025)"
"1200 South Vine Street","932,117,430,014","2020 Feb 21 12:00:00 AM","Class C","Issued","10/14/2026","40.10284154","-88.2044452","POINT (-88.2044452 40.10284154)"
"1200 South Vine Street","932,117,430,014","2017 Aug 09 12:00:00 AM","Class B","Issued","10/14/2026","40.10284154","-88.2044452","POINT (-88.2044452 40.10284154)"
"306 East Michigan Avenue","932,117,430,015","2007 Apr 26 12:00:00 AM","Class B","Expired","10/14/2027","40.1024","-88.2032","POINT (-88.2032 40.1024)"
"306 East Michigan Avenue","932,117,430,015","2021 Jul 14 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10241201","-88.20319847","POINT (-88.20319847 40.10241201)"
"117 West Michigan Avenue","932,117,451,001","2025 Jun 26 12:00:00 AM","Class B","Issued","10/14/2026","40.10177982","-88.20932117","POINT (-88.20932117 40.10177982)"
"117 West Michigan Avenue","932,117,451,001","2009 Aug 04 12:00:00 AM","Class B","Issued",,"40.1018","-88.2093","POINT (-88.2093 40.1018)"
"117 West Michigan Avenue","932,117,451,001","2019 Nov 25 12:00:00 AM","Class B","Issued","10/14/2026","40.10177982","-88.20932117","POINT (-88.20932117 40.10177982)"
"103 West Michigan Avenue","932,117,451,012","2023 Mar 17 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10162321","-88.20765898","POINT (-88.20765898 40.10162321)"
"101 West Michigan Avenue","932,117,451,013","2025 Jun 30 12:00:00 AM","Class B","Issued","10/14/2026","40.10162381","-88.20743446","POINT (-88.20743446 40.10162381)"
"101 West Michigan Avenue","932,117,451,013","2009 Aug 17 12:00:00 AM","Class B","Issued",,"40.1016","-88.2074","POINT (-88.2074 40.1016)"
"101 West Michigan Avenue","932,117,451,013","2019 Dec 18 12:00:00 AM","Class B","Issued","10/14/2026","40.10162381","-88.20743446","POINT (-88.20743446 40.10162381)"
"1402 South Race Street","932,117,452,001","2020 Mar 02 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10044288","-88.20931845","POINT (-88.20931845 40.10044288)"
"1402 South Race Street","932,117,452,001","2009 Dec 21 12:00:00 AM","Class B","Issued","10/14/2019","40.1004","-88.2093","POINT (-88.2093 40.1004)"
"120 West Vermont Avenue","932,117,452,003","2025 Sep 05 12:00:00 AM","Class B","Issued","10/14/2026","40.10004777","-88.20931887","POINT (-88.20931887 40.10004777)"
"120 West Vermont Avenue","932,117,452,003","2009 Oct 15 12:00:00 AM","Class B","Issued",,"40.1001","-88.2094","POINT (-88.2094 40.1001)"
"115 West Pennsylvania Avenue","932,117,452,005","2020 Feb 19 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.100445","-88.2088","POINT (-88.2088 40.100445)"
"115 West Pennsylvania Avenue","932,117,452,005","2009 Oct 09 12:00:00 AM","Class B","Issued",,"40.1004","-88.2088","POINT (-88.2088 40.1004)"
"118 West Vermont Avenue","932,117,452,012","2025 Jun 11 12:00:00 AM","Class B","Issued","10/14/2026","40.10012891","-88.20900311","POINT (-88.20900311 40.10012891)"
"118 West Vermont Avenue","932,117,452,012","2019 Dec 12 12:00:00 AM","Class B","Issued","10/14/2026","40.10012891","-88.20900311","POINT (-88.20900311 40.10012891)"
"116 West Vermont Avenue","932,117,452,013","2009 Oct 08 12:00:00 AM","Class B","Issued",,"40.1001","-88.2088","POINT (-88.2088 40.1001)"
"1501 South Delmont Court Unit 4","932,117,453,022","2025 Jul 09 12:00:00 AM","Class B","Issued","10/14/2026","40.09971458","-88.20852059","POINT (-88.20852059 40.09971458)"
"1502 South Delmont Court Unit 5","932,117,453,041","2025 Jul 09 12:00:00 AM","Class B","Issued","10/14/2026","40.09971","-88.20807","POINT (-88.20807 40.09971)"
"1505 South Broadway Avenue Unit 5","932,117,453,059","2019 Dec 11 12:00:00 AM","Class B","Issued","10/14/2026","40.099495","-88.20769","POINT (-88.20769 40.099495)"
"201 East Michigan Avenue","932,117,455,005","2009 Aug 07 12:00:00 AM","Class A","Expired",,"40.1016","-88.2059","POINT (-88.2059 40.1016)"
"1312 South Broadway Avenue","932,117,455,009","2025 Jun 30 12:00:00 AM","Class B","Issued","10/14/2026","40.1011014","-88.20689806","POINT (-88.20689806 40.1011014)"
"1312 South Broadway Avenue","932,117,455,009","2019 Dec 18 12:00:00 AM","Class B","Issued","10/14/2026","40.1011014","-88.20689806","POINT (-88.20689806 40.1011014)"
"1304 South Vine Street","932,117,476,001","2016 May 27 12:00:00 AM","Class D","Issued",,"40.1015","-88.2046","POINT (-88.2046 40.1015)"
"1308 South Vine Street","932,117,476,002","2010 Jan 06 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1013","-88.2046","POINT (-88.2046 40.1013)"
"1308 South Vine Street","932,117,476,002","2020 Jan 14 12:00:00 AM","Class B","Issued","10/14/2026","40.10129662","-88.20456819","POINT (-88.20456819 40.10129662)"
"1308 South Vine Street","932,117,476,002","2025 Jul 09 12:00:00 AM","Class B","Issued","10/14/2026","40.10129662","-88.20456819","POINT (-88.20456819 40.10129662)"
"401 East Michigan Avenue","932,117,476,006","2025 Aug 05 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.10152387","-88.20355191","POINT (-88.20355191 40.10152387)"
"403 1/2 East Michigan Avenue","932,117,476,007","2010 Apr 01 12:00:00 AM","Class B","Issued",,"40.1015","-88.2032","POINT (-88.2032 40.1015)"
"307 A East Michigan Avenue","932,117,476,022","2025 Sep 17 12:00:00 AM","Class B","Issued","10/14/2026","40.101524","-88.203926","POINT (-88.203926 40.101524)"
"307 B East Michigan Avenue","932,117,476,023","2025 Sep 17 12:00:00 AM","Class B","Issued","10/14/2026","40.10152274","-88.20377791","POINT (-88.20377791 40.10152274)"
"1302 South Maple Street","932,117,477,001","2010 Feb 03 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1015","-88.2021","POINT (-88.2021 40.1015)"
"1408 South Vine Street","932,117,478,005","2020 Jan 10 12:00:00 AM","Class B","Issued","10/14/2026","40.09985772","-88.20454812","POINT (-88.20454812 40.09985772)"
"1408 1/2 South Vine Street","932,117,478,005","2010 Feb 01 12:00:00 AM","Class B","Expired","10/14/2026","0.0","0.0","POINT (0 0)"
"1408 South Vine Street","932,117,478,005","2025 Jul 01 12:00:00 AM","Class B","Issued","10/14/2026","40.09985772","-88.20454812","POINT (-88.20454812 40.09985772)"
"1506 South Vine Street","932,117,478,009","2010 Jan 27 12:00:00 AM","Class B","Issued",,"40.099","-88.2045","POINT (-88.2045 40.099)"
"1506 South Vine Street","932,117,478,009","2020 Mar 03 12:00:00 AM","Class B","Issued","10/14/2026","40.0990242","-88.20453583","POINT (-88.20453583 40.0990242)"
"1506 South Vine Street","932,117,478,009","2025 Aug 11 12:00:00 AM","Class B","Issued","10/14/2026","40.0990242","-88.20453583","POINT (-88.20453583 40.0990242)"
"304 East Florida Avenue","932,117,478,018","2025 Sep 09 12:00:00 AM","Class B","Issued","10/14/2026","40.09860296","-88.20432415","POINT (-88.20432415 40.09860296)"
"1605 Hillcrest Street","932,117,478,020","2010 Feb 19 12:00:00 AM","Class B","Issued","10/14/2026","40.0986","-88.2038","POINT (-88.2038 40.0986)"
"1401 South Maple Street","932,117,479,004","2025 Jul 09 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.10042763","-88.20261903","POINT (-88.20261903 40.10042763)"
"404 East Florida Avenue","932,117,479,018","2020 Jan 15 12:00:00 AM","Class B","Issued","10/14/2026","40.09860509","-88.20312485","POINT (-88.20312485 40.09860509)"
"406 East Florida Avenue","932,117,479,019","2020 Jan 15 12:00:00 AM","Class B","Issued","10/14/2026","40.09860753","-88.20285649","POINT (-88.20285649 40.09860753)"
"1402 South Maple Street","932,117,480,001","2009 Dec 10 12:00:00 AM","Class B","Issued",,"40.1004","-88.2021","POINT (-88.2021 40.1004)"
"1401 Grove Street","932,117,480,003","2010 Jan 19 12:00:00 AM","Class A","Expired",,"40.1004","-88.2015","POINT (-88.2015 40.1004)"
"1406 South Maple Street","932,117,480,004","2020 Mar 11 12:00:00 AM","Class B","Issued","10/14/2026","40.10009973","-88.20203225","POINT (-88.20203225 40.10009973)"
"1406 South Maple Street","932,117,480,004","2025 Jul 29 12:00:00 AM","Class B","Issued","10/14/2026","40.10009973","-88.20203225","POINT (-88.20203225 40.10009973)"
"1406 South Maple Street","932,117,480,004","2009 Dec 24 12:00:00 AM","Class B","Issued",,"40.1001","-88.202","POINT (-88.202 40.1001)"
"1604 South Maple Street","932,117,480,010","2025 Aug 28 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.09887547","-88.20201197","POINT (-88.20201197 40.09887547)"
"1408 South Grove Street","932,117,481,004","2020 Feb 12 12:00:00 AM","Class B","Issued","10/14/2026","40.09987746","-88.20092563","POINT (-88.20092563 40.09987746)"
"1601 South Anderson Street","932,117,481,017","2021 Aug 05 12:00:00 AM","Class B","Issued","10/14/2026","40.09909395","-88.20045512","POINT (-88.20045512 40.09909395)"
"1601 South Anderson Street","932,117,481,017","2025 Aug 14 12:00:00 AM","Class B","Issued","10/14/2026","40.09909395","-88.20045512","POINT (-88.20045512 40.09909395)"
"606 East Florida Avenue","932,117,481,021","2025 Jul 09 12:00:00 AM","Class B","Issued","10/14/2026","40.09862609","-88.2005656","POINT (-88.2005656 40.09862609)"
"102 North Gregory Street","932,118,227,007","2009 Apr 23 12:00:00 AM","Class B","Issued",,"40.1123","-88.22","POINT (-88.22 40.1123)"
"911 Springfield Avenue","932,118,227,008","2009 Feb 04 12:00:00 AM","Class B","Issued","10/14/2026","40.1126","-88.2204","POINT (-88.2204 40.1126)"
"911 West Springfield Avenue","932,118,227,008","2022 Dec 21 12:00:00 AM","Class B","Issued","10/14/2026","40.11251876","-88.22035726","POINT (-88.22035726 40.11251876)"
"905 Springfield Avenue","932,118,227,009","2009 Jan 28 12:00:00 AM","Class A","Issued","10/14/2026","40.1125","-88.22","POINT (-88.22 40.1125)"
"905 West Springfield Avenue","932,118,227,009","2023 Feb 22 12:00:00 AM","Class B","Issued","10/14/2026","40.11252081","-88.21999056","POINT (-88.21999056 40.11252081)"
"901 Springfield Avenue","932,118,227,010","2016 Feb 18 12:00:00 AM","Class B","Issued",,"40.1125","-88.2195","POINT (-88.2195 40.1125)"
"901 West Springfield Avenue","932,118,227,010","2022 Nov 28 12:00:00 AM","Class B","Issued","10/14/2026","40.1125232","-88.21962354","POINT (-88.21962354 40.1125232)"
"110 South Gregory Street","932,118,228,005","2009 Apr 02 12:00:00 AM","Class A","Issued",,"40.1115","-88.2202","POINT (-88.2202 40.1115)"
"110 South Gregory Street","932,118,228,005","2022 Nov 03 12:00:00 AM","Class A","Issued","10/14/2026","40.11144944","-88.22019511","POINT (-88.22019511 40.11144944)"
"901 Western Avenue","932,118,228,010","2012 Jan 10 12:00:00 AM","Class B","Issued",,"40.1121","-88.2203","POINT (-88.2203 40.1121)"
"901 West Western Avenue","932,118,228,010","2023 Mar 09 12:00:00 AM","Class B","Issued","10/14/2026","40.11209584","-88.21982363","POINT (-88.21982363 40.11209584)"
"106 South Gregory Street","932,118,228,020","2009 Apr 08 12:00:00 AM","Class C","Expired",,"40.1118","-88.2202","POINT (-88.2202 40.1118)"
"106 South Gregory Street","932,118,228,020","2022 Dec 06 12:00:00 AM","Class B","Issued","10/14/2026","40.11177102","-88.22020273","POINT (-88.22020273 40.11177102)"
"111 South Lincoln Avenue","932,118,228,022","2009 Feb 02 12:00:00 AM","Class B","Issued","10/14/2026","40.1115","-88.2197","POINT (-88.2197 40.1115)"
"111 South Lincoln Avenue","932,118,228,022","2022 Nov 30 12:00:00 AM","Class B","Issued","10/14/2026","40.11153582","-88.21968629","POINT (-88.21968629 40.11153582)"
"702 1/2 South Goodwin Avenue","932,118,277,001","2023 Jul 12 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.10675673","-88.22362652","POINT (-88.22362652 40.10675673)"
"1107 West Oregon Street","932,118,277,006","2017 May 08 12:00:00 AM","Class B","Issued","10/14/2026","40.1066934","-88.22245763","POINT (-88.22245763 40.1066934)"
"1107 West Oregon Street","932,118,277,006","2023 Aug 31 12:00:00 AM","Class B","Issued","10/14/2026","40.1066934","-88.22245763","POINT (-88.22245763 40.1066934)"
"1105 West Oregon Street","932,118,277,007","2023 Aug 23 12:00:00 AM","Class B","Issued","10/14/2026","40.10669445","-88.22222416","POINT (-88.22222416 40.10669445)"
"1108 West Nevada Street","932,118,277,014","2023 Sep 05 12:00:00 AM","Class B","Issued","10/14/2027","40.10626424","-88.22245193","POINT (-88.22245193 40.10626424)"
"701 S Gregory Street","932,118,277,025","2023 Sep 13 12:00:00 AM","Class B","Issued","10/14/2026","40.10659185","-88.22174205","POINT (-88.22174205 40.10659185)"
